"Data File","Setup Time","Position","Plate Type","Strain Type","Sample Number","Strain Name","Strain Number","Other","Hour","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","C01","C02","C03","C04","C05","C06","C07","C08","C09","C10","C11","C12","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","E01","E02","E03","E04","E05","E06","E07","E08","E09","E10","E11","E12","F01","F02","F03","F04","F05","F06","F07","F08","F09","F10","F11","F12","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","H01","H02","H03","H04","H05","H06","H07","H08","H09","H10","H11","H12"
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",26.00,52.00,41.00,44.00,41.00,40.00,187.00,24.00,33.00,52.00,46.00,47.00,84.00,199.00,138.00,16.00,25.00,58.00,22.00,22.00,22.00,38.00,21.00,22.00,86.00,41.00,24.00,25.00,30.00,33.00,27.00,199.00,15.00,210.00,30.00,26.00,50.00,276.00,18.00,21.00,25.00,19.00,33.00,31.00,23.00,17.00,19.00,13.00,31.00,38.00,20.00,14.00,14.00,205.00,11.00,13.00,18.00,121.00,11.00,11.00,78.00,190.00,17.00,65.00,14.00,19.00,19.00,17.00,13.00,24.00,37.00,21.00,28.00,25.00,39.00,13.00,15.00,18.00,13.00,12.00,20.00,14.00,14.00,23.00,28.00,37.00,29.00,22.00,19.00,14.00,16.00,14.00,14.00,166.00,14.00,31.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",26.25,55.00,41.00,44.00,42.00,40.00,189.00,25.00,34.00,55.00,49.00,47.00,83.00,202.00,141.00,14.00,27.00,58.00,23.00,23.00,24.00,40.00,21.00,25.00,88.00,44.00,25.00,28.00,30.00,33.00,27.00,202.00,18.00,211.00,31.00,26.00,51.00,279.00,19.00,24.00,25.00,21.00,33.00,30.00,22.00,18.00,20.00,18.00,31.00,39.00,21.00,16.00,15.00,208.00,11.00,14.00,17.00,122.00,13.00,11.00,79.00,191.00,18.00,67.00,15.00,18.00,18.00,18.00,14.00,25.00,39.00,22.00,28.00,28.00,37.00,16.00,17.00,18.00,12.00,11.00,19.00,13.00,11.00,23.00,26.00,38.00,29.00,24.00,19.00,12.00,16.00,15.00,16.00,165.00,14.00,29.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",26.50,50.00,37.00,42.00,41.00,38.00,190.00,21.00,31.00,50.00,45.00,44.00,82.00,202.00,139.00,13.00,26.00,57.00,23.00,21.00,22.00,39.00,20.00,23.00,86.00,41.00,22.00,25.00,30.00,32.00,27.00,201.00,14.00,211.00,29.00,26.00,49.00,276.00,17.00,21.00,25.00,18.00,32.00,28.00,22.00,16.00,17.00,14.00,29.00,37.00,20.00,12.00,14.00,205.00,11.00,11.00,14.00,120.00,11.00,11.00,79.00,191.00,15.00,65.00,14.00,16.00,15.00,18.00,12.00,25.00,36.00,19.00,27.00,23.00,36.00,14.00,14.00,15.00,14.00,11.00,20.00,14.00,11.00,20.00,26.00,35.00,26.00,21.00,17.00,12.00,15.00,13.00,14.00,166.00,15.00,28.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",26.75,53.00,43.00,44.00,42.00,40.00,196.00,23.00,33.00,52.00,47.00,45.00,84.00,211.00,142.00,15.00,26.00,59.00,22.00,23.00,22.00,40.00,20.00,21.00,90.00,45.00,23.00,29.00,31.00,33.00,29.00,204.00,16.00,213.00,30.00,29.00,51.00,278.00,18.00,25.00,27.00,19.00,33.00,33.00,22.00,16.00,18.00,14.00,29.00,39.00,20.00,17.00,15.00,210.00,11.00,14.00,18.00,119.00,11.00,11.00,80.00,194.00,18.00,68.00,16.00,18.00,18.00,20.00,13.00,24.00,38.00,19.00,27.00,26.00,39.00,16.00,15.00,19.00,12.00,11.00,19.00,13.00,14.00,21.00,26.00,37.00,28.00,25.00,22.00,15.00,16.00,14.00,15.00,165.00,13.00,30.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",27.00,55.00,42.00,45.00,44.00,41.00,197.00,24.00,36.00,51.00,49.00,47.00,85.00,212.00,144.00,16.00,27.00,61.00,25.00,25.00,26.00,40.00,23.00,27.00,94.00,46.00,24.00,28.00,32.00,33.00,30.00,205.00,18.00,215.00,33.00,28.00,53.00,282.00,22.00,25.00,29.00,20.00,34.00,32.00,23.00,19.00,20.00,17.00,30.00,38.00,20.00,17.00,17.00,211.00,11.00,13.00,17.00,122.00,11.00,11.00,81.00,195.00,18.00,67.00,16.00,19.00,18.00,18.00,13.00,26.00,39.00,23.00,30.00,25.00,38.00,16.00,16.00,20.00,13.00,11.00,19.00,14.00,13.00,24.00,29.00,37.00,29.00,26.00,20.00,14.00,18.00,15.00,17.00,170.00,14.00,34.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",27.25,50.00,39.00,42.00,40.00,40.00,196.00,22.00,33.00,50.00,45.00,46.00,81.00,213.00,140.00,15.00,24.00,58.00,21.00,22.00,20.00,38.00,19.00,21.00,91.00,42.00,21.00,27.00,29.00,30.00,27.00,201.00,15.00,214.00,29.00,24.00,49.00,279.00,17.00,21.00,26.00,18.00,31.00,29.00,18.00,17.00,17.00,13.00,30.00,36.00,20.00,14.00,13.00,208.00,11.00,11.00,15.00,122.00,11.00,11.00,82.00,196.00,16.00,64.00,15.00,18.00,16.00,17.00,11.00,23.00,35.00,19.00,26.00,25.00,37.00,14.00,16.00,18.00,11.00,11.00,20.00,11.00,11.00,19.00,26.00,36.00,26.00,21.00,18.00,13.00,13.00,14.00,14.00,171.00,13.00,28.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",27.50,52.00,38.00,43.00,41.00,39.00,197.00,26.00,34.00,54.00,46.00,47.00,84.00,216.00,143.00,18.00,28.00,58.00,24.00,25.00,24.00,41.00,22.00,25.00,95.00,42.00,24.00,28.00,31.00,33.00,27.00,203.00,18.00,215.00,31.00,27.00,52.00,279.00,19.00,25.00,28.00,19.00,33.00,30.00,23.00,18.00,21.00,14.00,31.00,37.00,22.00,15.00,14.00,210.00,11.00,13.00,17.00,125.00,11.00,13.00,83.00,199.00,19.00,66.00,17.00,19.00,15.00,19.00,13.00,26.00,38.00,21.00,28.00,26.00,38.00,17.00,15.00,21.00,13.00,12.00,20.00,15.00,15.00,24.00,28.00,36.00,30.00,22.00,18.00,15.00,16.00,18.00,17.00,175.00,18.00,34.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",27.75,56.00,44.00,45.00,44.00,41.00,204.00,23.00,36.00,53.00,48.00,46.00,84.00,221.00,147.00,15.00,28.00,61.00,26.00,26.00,25.00,42.00,22.00,25.00,100.00,46.00,25.00,29.00,30.00,35.00,30.00,206.00,19.00,219.00,32.00,28.00,54.00,283.00,20.00,25.00,31.00,19.00,36.00,33.00,23.00,20.00,21.00,17.00,30.00,39.00,23.00,17.00,16.00,214.00,11.00,12.00,18.00,124.00,11.00,11.00,83.00,202.00,19.00,72.00,14.00,19.00,18.00,20.00,14.00,27.00,41.00,19.00,28.00,27.00,40.00,16.00,16.00,18.00,12.00,12.00,21.00,14.00,13.00,25.00,27.00,36.00,29.00,24.00,21.00,14.00,16.00,16.00,15.00,172.00,15.00,33.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",28.00,53.00,41.00,43.00,40.00,41.00,198.00,23.00,31.00,53.00,47.00,45.00,81.00,221.00,143.00,16.00,26.00,56.00,22.00,25.00,21.00,41.00,19.00,22.00,101.00,43.00,23.00,26.00,29.00,31.00,26.00,204.00,16.00,218.00,31.00,26.00,52.00,282.00,17.00,22.00,31.00,19.00,30.00,29.00,22.00,18.00,19.00,15.00,28.00,37.00,22.00,15.00,16.00,209.00,11.00,12.00,16.00,125.00,11.00,11.00,85.00,202.00,17.00,67.00,14.00,19.00,15.00,16.00,12.00,25.00,36.00,19.00,28.00,28.00,37.00,15.00,16.00,19.00,13.00,11.00,19.00,14.00,14.00,23.00,27.00,37.00,28.00,21.00,19.00,13.00,18.00,15.00,14.00,174.00,14.00,32.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",28.25,58.00,47.00,48.00,46.00,42.00,207.00,23.00,33.00,52.00,49.00,46.00,85.00,228.00,154.00,17.00,28.00,62.00,24.00,25.00,24.00,42.00,21.00,23.00,106.00,50.00,24.00,31.00,34.00,34.00,29.00,209.00,18.00,219.00,31.00,27.00,53.00,286.00,20.00,29.00,34.00,21.00,35.00,33.00,25.00,17.00,18.00,16.00,29.00,39.00,24.00,18.00,19.00,219.00,11.00,15.00,16.00,123.00,11.00,11.00,85.00,203.00,17.00,71.00,17.00,20.00,18.00,19.00,14.00,27.00,39.00,20.00,27.00,29.00,42.00,16.00,14.00,18.00,12.00,12.00,18.00,14.00,13.00,24.00,26.00,41.00,32.00,28.00,24.00,17.00,18.00,13.00,15.00,172.00,13.00,30.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",28.50,55.00,42.00,45.00,42.00,41.00,205.00,22.00,33.00,51.00,47.00,45.00,84.00,228.00,148.00,16.00,26.00,59.00,23.00,24.00,23.00,39.00,21.00,22.00,110.00,45.00,22.00,27.00,31.00,34.00,27.00,205.00,14.00,219.00,31.00,25.00,52.00,284.00,20.00,24.00,33.00,19.00,31.00,31.00,21.00,16.00,18.00,17.00,29.00,38.00,20.00,15.00,15.00,215.00,11.00,13.00,16.00,124.00,11.00,11.00,84.00,204.00,16.00,71.00,15.00,18.00,17.00,19.00,12.00,24.00,39.00,21.00,25.00,24.00,39.00,15.00,14.00,16.00,11.00,11.00,17.00,14.00,12.00,24.00,27.00,34.00,27.00,24.00,20.00,13.00,14.00,14.00,14.00,174.00,13.00,29.00,29.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",28.75,51.00,39.00,44.00,41.00,40.00,200.00,22.00,32.00,50.00,47.00,44.00,83.00,226.00,145.00,15.00,24.00,59.00,23.00,20.00,22.00,39.00,20.00,25.00,113.00,40.00,21.00,25.00,30.00,31.00,26.00,204.00,15.00,219.00,29.00,26.00,51.00,283.00,15.00,20.00,32.00,17.00,29.00,26.00,21.00,17.00,18.00,16.00,29.00,37.00,20.00,13.00,12.00,212.00,11.00,11.00,14.00,125.00,11.00,11.00,86.00,205.00,16.00,73.00,12.00,17.00,16.00,17.00,13.00,24.00,37.00,21.00,27.00,22.00,37.00,15.00,14.00,17.00,11.00,11.00,20.00,13.00,12.00,22.00,26.00,36.00,28.00,22.00,17.00,11.00,13.00,15.00,15.00,179.00,16.00,31.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",29.00,49.00,38.00,40.00,38.00,39.00,203.00,20.00,31.00,50.00,45.00,43.00,81.00,228.00,145.00,12.00,23.00,57.00,20.00,19.00,20.00,37.00,21.00,23.00,118.00,38.00,20.00,24.00,29.00,31.00,25.00,203.00,13.00,222.00,29.00,25.00,48.00,282.00,16.00,19.00,33.00,16.00,30.00,25.00,20.00,16.00,15.00,12.00,29.00,36.00,19.00,15.00,14.00,210.00,11.00,11.00,15.00,126.00,11.00,11.00,85.00,206.00,15.00,77.00,13.00,17.00,14.00,16.00,12.00,22.00,35.00,20.00,26.00,22.00,36.00,12.00,14.00,15.00,11.00,11.00,17.00,12.00,12.00,21.00,26.00,35.00,26.00,19.00,16.00,11.00,12.00,14.00,12.00,180.00,12.00,30.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",29.25,53.00,39.00,43.00,41.00,39.00,204.00,24.00,33.00,53.00,47.00,46.00,82.00,232.00,149.00,17.00,26.00,57.00,22.00,24.00,21.00,40.00,19.00,23.00,125.00,41.00,23.00,27.00,29.00,32.00,27.00,204.00,16.00,222.00,31.00,25.00,52.00,286.00,21.00,25.00,38.00,20.00,32.00,28.00,21.00,18.00,18.00,14.00,30.00,38.00,21.00,15.00,13.00,214.00,11.00,13.00,15.00,127.00,11.00,11.00,87.00,210.00,17.00,82.00,15.00,19.00,14.00,17.00,13.00,24.00,37.00,23.00,29.00,25.00,39.00,14.00,15.00,18.00,12.00,11.00,18.00,12.00,13.00,21.00,26.00,37.00,29.00,22.00,19.00,13.00,15.00,16.00,15.00,182.00,15.00,30.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",29.50,50.00,38.00,42.00,40.00,38.00,205.00,21.00,31.00,50.00,44.00,44.00,83.00,232.00,145.00,14.00,27.00,57.00,21.00,23.00,21.00,38.00,21.00,24.00,127.00,41.00,22.00,27.00,27.00,31.00,25.00,203.00,15.00,223.00,29.00,24.00,51.00,282.00,16.00,22.00,38.00,18.00,31.00,27.00,21.00,18.00,18.00,13.00,30.00,38.00,19.00,14.00,15.00,214.00,11.00,14.00,15.00,127.00,11.00,11.00,89.00,210.00,17.00,87.00,16.00,18.00,14.00,16.00,13.00,25.00,37.00,19.00,27.00,26.00,38.00,15.00,15.00,18.00,13.00,11.00,20.00,14.00,11.00,22.00,26.00,37.00,28.00,21.00,19.00,13.00,16.00,15.00,15.00,182.00,11.00,30.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",29.75,54.00,44.00,45.00,43.00,40.00,212.00,22.00,33.00,50.00,48.00,44.00,85.00,237.00,152.00,16.00,28.00,61.00,22.00,25.00,21.00,43.00,21.00,23.00,133.00,45.00,21.00,29.00,32.00,32.00,28.00,210.00,16.00,224.00,31.00,28.00,51.00,287.00,21.00,27.00,40.00,17.00,34.00,31.00,25.00,18.00,17.00,14.00,29.00,38.00,23.00,16.00,15.00,220.00,11.00,14.00,18.00,125.00,11.00,11.00,89.00,212.00,18.00,93.00,16.00,19.00,16.00,19.00,12.00,24.00,38.00,21.00,27.00,28.00,41.00,17.00,14.00,20.00,12.00,11.00,19.00,13.00,13.00,23.00,27.00,37.00,28.00,23.00,22.00,14.00,17.00,14.00,14.00,180.00,15.00,32.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",30.00,58.00,47.00,46.00,46.00,41.00,212.00,23.00,33.00,53.00,48.00,46.00,84.00,240.00,157.00,17.00,29.00,63.00,25.00,26.00,25.00,42.00,21.00,25.00,140.00,48.00,25.00,30.00,35.00,34.00,28.00,209.00,17.00,225.00,31.00,27.00,52.00,290.00,21.00,29.00,45.00,21.00,33.00,31.00,24.00,18.00,19.00,16.00,28.00,41.00,26.00,19.00,18.00,222.00,11.00,15.00,18.00,126.00,11.00,11.00,90.00,214.00,20.00,97.00,17.00,20.00,17.00,20.00,13.00,24.00,39.00,19.00,26.00,30.00,41.00,18.00,17.00,20.00,13.00,11.00,20.00,13.00,14.00,21.00,27.00,40.00,34.00,27.00,22.00,15.00,17.00,14.00,16.00,182.00,14.00,29.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",30.25,52.00,42.00,46.00,43.00,39.00,211.00,21.00,33.00,53.00,46.00,45.00,84.00,240.00,150.00,14.00,24.00,59.00,25.00,23.00,22.00,42.00,20.00,25.00,143.00,42.00,23.00,26.00,30.00,31.00,29.00,206.00,15.00,225.00,32.00,27.00,49.00,287.00,19.00,26.00,45.00,18.00,33.00,27.00,23.00,17.00,19.00,13.00,29.00,38.00,21.00,13.00,15.00,219.00,11.00,14.00,17.00,125.00,11.00,11.00,92.00,215.00,18.00,98.00,15.00,19.00,15.00,18.00,12.00,24.00,38.00,20.00,26.00,27.00,39.00,16.00,15.00,19.00,12.00,11.00,19.00,13.00,14.00,23.00,26.00,37.00,29.00,24.00,20.00,12.00,14.00,16.00,15.00,184.00,17.00,31.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",30.50,51.00,43.00,43.00,42.00,41.00,208.00,25.00,33.00,54.00,46.00,47.00,84.00,240.00,152.00,17.00,24.00,60.00,24.00,22.00,23.00,41.00,21.00,25.00,148.00,42.00,24.00,29.00,31.00,32.00,27.00,204.00,17.00,226.00,29.00,26.00,52.00,287.00,20.00,23.00,49.00,20.00,31.00,27.00,21.00,19.00,20.00,14.00,30.00,39.00,22.00,15.00,16.00,216.00,11.00,13.00,18.00,130.00,11.00,13.00,93.00,214.00,17.00,101.00,16.00,19.00,15.00,19.00,14.00,25.00,39.00,20.00,28.00,25.00,41.00,17.00,17.00,21.00,12.00,12.00,21.00,15.00,14.00,24.00,28.00,37.00,30.00,24.00,19.00,14.00,14.00,17.00,16.00,187.00,15.00,31.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",30.75,52.00,42.00,43.00,41.00,40.00,212.00,22.00,33.00,53.00,45.00,42.00,84.00,241.00,152.00,17.00,26.00,58.00,25.00,23.00,24.00,41.00,22.00,24.00,153.00,42.00,25.00,27.00,31.00,31.00,29.00,206.00,17.00,226.00,32.00,27.00,51.00,286.00,19.00,22.00,50.00,18.00,31.00,29.00,21.00,18.00,18.00,15.00,31.00,38.00,20.00,15.00,15.00,219.00,11.00,13.00,17.00,128.00,11.00,11.00,92.00,217.00,17.00,101.00,15.00,19.00,15.00,18.00,13.00,25.00,37.00,19.00,28.00,25.00,37.00,15.00,14.00,19.00,13.00,11.00,18.00,13.00,13.00,24.00,28.00,36.00,29.00,24.00,20.00,13.00,16.00,14.00,15.00,186.00,15.00,32.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",31.00,56.00,45.00,45.00,42.00,41.00,215.00,21.00,33.00,52.00,48.00,45.00,85.00,244.00,157.00,17.00,28.00,60.00,23.00,24.00,23.00,42.00,21.00,24.00,155.00,45.00,23.00,28.00,33.00,34.00,28.00,209.00,16.00,227.00,32.00,26.00,51.00,292.00,20.00,26.00,54.00,18.00,32.00,31.00,24.00,18.00,18.00,14.00,29.00,39.00,24.00,18.00,16.00,222.00,11.00,13.00,18.00,125.00,11.00,11.00,94.00,217.00,19.00,108.00,18.00,20.00,16.00,18.00,13.00,24.00,37.00,20.00,26.00,28.00,41.00,18.00,17.00,18.00,12.00,11.00,19.00,14.00,13.00,22.00,27.00,37.00,31.00,25.00,22.00,15.00,16.00,15.00,15.00,185.00,15.00,31.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",31.25,55.00,45.00,44.00,43.00,41.00,215.00,20.00,33.00,51.00,48.00,43.00,83.00,244.00,155.00,16.00,24.00,60.00,23.00,23.00,24.00,42.00,20.00,24.00,162.00,45.00,22.00,27.00,31.00,33.00,28.00,208.00,16.00,227.00,31.00,27.00,51.00,289.00,20.00,23.00,58.00,20.00,32.00,28.00,22.00,18.00,18.00,15.00,28.00,37.00,22.00,17.00,15.00,223.00,11.00,14.00,16.00,127.00,11.00,11.00,95.00,221.00,18.00,110.00,15.00,18.00,16.00,19.00,12.00,25.00,38.00,21.00,26.00,27.00,37.00,16.00,14.00,18.00,11.00,11.00,18.00,14.00,13.00,20.00,26.00,37.00,27.00,24.00,19.00,15.00,15.00,15.00,16.00,187.00,14.00,33.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",31.50,52.00,40.00,42.00,42.00,39.00,216.00,19.00,31.00,50.00,45.00,44.00,83.00,244.00,154.00,16.00,25.00,59.00,23.00,23.00,22.00,41.00,19.00,21.00,163.00,43.00,22.00,27.00,29.00,31.00,28.00,208.00,16.00,229.00,31.00,25.00,49.00,289.00,18.00,21.00,63.00,18.00,31.00,28.00,22.00,16.00,17.00,15.00,28.00,39.00,21.00,14.00,17.00,220.00,11.00,13.00,16.00,127.00,11.00,11.00,92.00,221.00,17.00,111.00,15.00,19.00,15.00,18.00,11.00,24.00,36.00,19.00,24.00,27.00,38.00,16.00,13.00,18.00,11.00,11.00,18.00,13.00,14.00,24.00,25.00,36.00,26.00,22.00,19.00,14.00,16.00,15.00,15.00,189.00,14.00,32.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",31.75,54.00,43.00,43.00,43.00,41.00,219.00,22.00,32.00,52.00,47.00,43.00,82.00,249.00,158.00,18.00,27.00,60.00,24.00,24.00,24.00,41.00,20.00,23.00,166.00,45.00,23.00,27.00,33.00,32.00,27.00,208.00,17.00,229.00,31.00,26.00,50.00,291.00,17.00,25.00,68.00,19.00,31.00,30.00,22.00,19.00,19.00,12.00,30.00,38.00,22.00,16.00,16.00,223.00,11.00,13.00,17.00,126.00,11.00,11.00,95.00,222.00,18.00,115.00,15.00,18.00,14.00,19.00,13.00,24.00,39.00,20.00,25.00,26.00,40.00,16.00,15.00,20.00,11.00,11.00,18.00,14.00,12.00,22.00,26.00,39.00,30.00,26.00,21.00,14.00,17.00,14.00,14.00,189.00,13.00,31.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",32.00,54.00,42.00,43.00,41.00,41.00,217.00,22.00,34.00,52.00,48.00,44.00,83.00,248.00,158.00,16.00,26.00,60.00,24.00,23.00,24.00,43.00,21.00,24.00,170.00,46.00,25.00,27.00,31.00,33.00,27.00,208.00,18.00,229.00,32.00,26.00,49.00,289.00,21.00,25.00,73.00,22.00,32.00,27.00,22.00,18.00,20.00,17.00,31.00,39.00,24.00,16.00,17.00,224.00,11.00,14.00,16.00,129.00,11.00,13.00,98.00,224.00,21.00,118.00,16.00,19.00,16.00,18.00,13.00,24.00,37.00,22.00,28.00,29.00,41.00,16.00,17.00,18.00,11.00,11.00,19.00,14.00,13.00,22.00,26.00,37.00,29.00,25.00,23.00,12.00,16.00,15.00,15.00,189.00,12.00,31.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",32.25,52.00,43.00,44.00,44.00,41.00,217.00,21.00,32.00,52.00,49.00,44.00,83.00,250.00,157.00,17.00,28.00,59.00,25.00,23.00,23.00,41.00,19.00,25.00,175.00,43.00,25.00,29.00,32.00,32.00,28.00,207.00,15.00,231.00,32.00,25.00,51.00,291.00,21.00,24.00,82.00,18.00,30.00,26.00,22.00,17.00,18.00,16.00,30.00,41.00,24.00,17.00,16.00,220.00,11.00,14.00,16.00,133.00,11.00,11.00,99.00,225.00,20.00,121.00,16.00,19.00,14.00,19.00,13.00,24.00,40.00,19.00,28.00,27.00,40.00,17.00,17.00,20.00,12.00,11.00,18.00,13.00,15.00,24.00,26.00,38.00,31.00,23.00,20.00,13.00,16.00,15.00,15.00,193.00,16.00,31.00,34.00
